,Nom,Artiste,Genre,Annee,Paroles
25,First Class,Jack Harlow,hip hop,2022,"[Intro: Jack Harlow]   Mm      [Chorus: Jack Harlow & Fergie]      I been a (G)   throw up the (L)   sex in the (A.M.)   uh-huh   (O-R-O-U-S   yeah)      And I can put you in (First class   up in the sky)   I can put you in (First class   up in the s—   up-up in the s—)      I been a (G)   throw up the (L)   sex in the (A.M.)   uh-huh   (O-R-O-U-S   yeah)      And I can put you in (First class   up in the sky)   mm   mm   I can put you in (First class   up in the s—   up-up in the s—)      Coco Jones 'ICU' (Live Performance) | Open Mic                                 [Verse 1: Jack Harlow]   I can see the whole city from this balcony      Back in 2019   I was outside freely   but now they got it out for me      I don't care what frat that you was in   you can't alpha me   keep dreamin'      Pineapple juice   I give her sweet   sweet   sweet semen      I know what they like so I just keep cheesin'   Hard drive full of heat seekin'      Tryna come the same day as Jack? Rethink it      You don't need Givenchy   you need Jesus   Why do y'all sleep on me? I need reasons   Uh   I got plaques in thе mail   peak season   Shout out to my UPS workers makin' surе I receive 'em      You can do it too   believe it         [Chorus: Jack Harlow & Fergie]      I been a (G)   throw up the (L)   sex in the (A.M.)   uh-huh   (O-R-O-U-S   yeah)      And I can put you in (First class   up in the sky)   mm   mm   I can put you in (First class   up in the s—   up-up in the s—)         [Verse 2: Jack Harlow & Polow da Don]   (Are you ready?) Ha   yes   I am      They say   ""You a superstar now  "" damn   I guess I am      You might be the man   well   that's unless I am   Okay   I'll confess I am   Go ahead and get undressed   I am   Okay   cool   you on Sunset?   (I am)   I'm 'bout to slide   okay   I'm outside   okay   This lifestyle don't got many downsides   'Cept for the lack of time I get 'round my   Family   makin' sure they never downsize   I got visions of my mom sayin'   ""Wait   this house mine?""   Can't lie   I'm on Angus   Cloud 9      I got 'em on the bandwagon now   'bout time      I ain't even got no downtime   Every time I speak   she say   ""Yeah   that sounds fine"""
26,Blinding Lights,The Weeknd,r&b,2022,[Intro]   Yeah      [Verse 1]   I've been tryna call      I've been on my own for long enough      Maybe you can show me how to love   maybe   I'm goin' through withdrawals      You don't even have to do too much      You can turn me on with just a touch   baby                                    [Pre-Chorus]   I look around and   Sin City's cold and empty (Oh)   No one's around to judge me (Oh)   I can't see clearly when you're gone         [Chorus]   I said   ooh   I'm blinded by the lights   No   I can't sleep until I feel your touch   I said   ooh   I'm drowning in the night   Oh   when I'm like this   you're the one I trust   Hey   hey   hey         [Verse 2]   I'm running out of time   'Cause I can see the sun light up the sky      So I hit the road in overdrive   baby   oh         [Pre-Chorus]   The city's cold and empty (Oh)   No one's around to judge me (Oh)   I can't see clearly when you're gone         [Chorus]   I said   ooh   I'm blinded by the lights   No   I can't sleep until I feel your touch   I said   ooh   I'm drowning in the night   Oh   when I'm like this   you're the one I trust
27,MAMIII,Becky G,pop,2022,"[Letra de ""MAMIII""]      [Intro: KAROL G & Becky G]   O-O-Ovy On The Drums   Salud   mami   Ah   ah   ah   ay      [Pre-Coro: Becky G & KAROL G]   Lo que no sirve que no estorbe   Te metiste autogol por torpe   Te quedó grande este torque   Ya no estoy pa' que de mí te enamores   baby (Chi)   Sin Visa ni pasaporte (No)   Mandé tu falso amor de vacaciones (Chi   chi   chi   chi   chi   chi)   Pa' la mierda y nunca vuelvas   Que todo se te devuelva   no   De lo que me hiciste si no te acuerda'   Coco Jones 'ICU' (Live Performance) | Open Mic                                 [Coro: KAROL G & Becky G]   No me vuelvas a llamar   que hasta boté el cеlular   De lo tóxico que erеs   se volvió perjudicial   Lo que se va   se va   Conmigo no te equivoques   De lo tóxico que eres   no te quiero ver más (Chi)      [Verso 1: Becky G]   Llegué pa'l party   saca la botella   La que te quería   no sé quién es ella   Te dejé el review   no te puse ni una estrella   Y te olvidé porque no dejaste huella   Ya no miro pa'trás   ni pa' parquearme   Tengo a uno que está listo pa' llevarme   El segundo está esperando en el hotel   Y el tercero lo conozco esta noche (No   no)   No me llames   que mi número cambié (Cambié)   Si quieres que te lo dé (Dé)   Llama 1-800-jódete   No sé si me escuchaste   No me llames   que mi número cambié (Cambié)   Si quieres que te lo dé (Dé)   Llama 1-800-jódete (Jódete)      [Coro: Becky G & KAROL G]   No me vuelvas a llamar   hasta boté el celular   De lo tóxico que eres   se volvió perjudicial   Lo que se va   se va   ah-ah   Conmigo no te equivoques   De lo tóxico que eres   no te quiero ver más (Ey)"
28,Where Are You Now,Lost Frequencies,dance,2022,Unknown
29,Bad Habits,Ed Sheeran,pop,2022,[Intro]   (One   two   three   four)   Ooh   ooh      [Verse 1]   Every time you come around   you know I can't say no   Every time the sun goes down   I let you take control      I can feel the paradise before my world implodes      And tonight had something wonderful         [Chorus]   My bad habits lead to late nights endin' alone   Conversations with a stranger I barely know   Swearin' this'll be the last   but it probably won't   I got nothin' left to lose   or use   or do      My bad habits lead to wide eyes starin' at space   And I know I lose control of the things that I say      Yeah   I was lookin' for a way out   now I can't escape      Nothin' happens after two   it's truе   it's true   My bad habits lead to you      Coco Jones 'ICU' (Live Performance) | Open Mic                                 [Post-Chorus]   Ooh-ooh   ooh-ooh   My bad habits lead to you   Ooh-ooh   ooh-ooh   My bad habits lеad to you      [Verse 2]   Every pure intention ends when the good times start   Fallin' over everything to reach the first time's spark      It started under neon lights and then it all got dark      I only know how to go too far      [Chorus]   My bad habits lead to late nights endin' alone   Conversations with a stranger I barely know      Swearin' this'll be the last   but it probably won't   I got nothin' left to lose   or use   or do   My bad habits lead to wide eyes starin' at space   And I know I lose control of the things that I say   Yeah   I was lookin' for a way out   now I can't escape      Nothin' happens after two   it's true   it's true   My bad habits lead to you         [Post-Chorus]   Ooh-ooh   ooh-ooh   My bad habits lead to you   Ooh-ooh   ooh-ooh
30,Pepas,Farruko,latin,2022,"[Letra de ""Pepas""]      [Refrán]   No me importa lo que de mí se diga   Viva usted su vida   que yo vivo la mía   Que solo e' una   disfruta el momento   Que el tiempo se acaba y pa'trás no vira      [Pre-Coro]   Bebiendo   fumando y jodiendo   Sigo vacilando de party to' los día'   Y síguelo   oh-oh-oh   oh-oh-oh   oh-oh (¡Farru!)   Síguelo   oh-oh-oh   oh-oh-oh   oh-oh (La rola y pepa)   Coco Jones 'ICU' (Live Performance) | Open Mic                                 [Coro]   Pepa' y agua pa' la seca   To' el mundo en pastilla' en la discoteca   Pepa' y agua pa' la seca   To' el mundo en pastilla' en la discoteca      [Post-Coro]   Desacata'o   Empastilla'o   (Qué maldita nota)   (Arcoíris)   ¡Fa-Farru!      [Verso]   Sube las mano' y las botella' pa' arriba (¡Blep!)   Siempre la movie la tenemo' prendía'   Hoy vamo' a darle hasta que se haga de día   Sigo rulin   'toy en la mía      [Puente]   Salió el sol   wol (Sol)   Tráeme la hookah y el alcohol (Y el alcohol)   Y préndelo   oh-oh   woh-oh-oh (Woh-oh)   Esto se salió de control (De control)   Y síguelo   oh-oh-oh   oh-oh-oh   oh-oh (La rola y pepa)"
31,good 4 u,Olivia Rodrigo,pop,2022,[Intro]   (Ah)      [Verse 1]   Well   good for you   I guess you moved on really easily   You found a new girl and it only took a couple weeks      Remember when you said that you wanted to give me the world?   (World)   And good for you   I guess that you've been workin' on yourself   I guess that therapist I found for you   she really helped   Now you can be a better man for your brand new girl (Girl)   Is0kenny “Speak Up” Official Lyrics & Meaning | Verified                                 [Chorus]   Well   good for you   You look happy and healthy   not me   If you ever cared to ask   Good for you   You're doin' great out there without me   baby   God   I wish that I could do that   I've lost my mind   I've spent the night   Cryin' on the floor of my bathroom   But you're so unaffected   I really don't get it   But I guess good for you         [Verse 2]   Well   good for you   I guess you're gettin' everything you want (Ah)   You bought a new car and your career's really takin' off (Ah)      It's like we never even happened   Baby   what the fuck is up with that? (Ah)      And good for you   it's like you never even met me   Remember when you swore to God I was the only   Person who ever got you? Well   screw that   and screw you   You will never have to hurt the way you know that I do      [Chorus]   Well   good for you   You look happy and healthy   not me   If you ever cared to ask   Good for you   You're doin' great out there without me   baby   God   I wish that I could do that   I've lost my mind   I've spent the night   Cryin' on the floor of my bathroom   But you're so unaffected   I really don't get it   But I guess good for you
32,Dandelions,Ruth B.,pop,2022,Unknown
33,About Damn Time,Lizzo,pop,2022,[Intro]   Anyway         [Verse 1]   It's bad bitch o'clock   yeah   it's thick-thirty      I've been through a lot   but I'm still flirty (Okay)   Is everybody back up in the buildin'?      It's been a minute   tell me how you're healin'      'Cause I'm about to get into my feelings   How you feelin'? How you feel right now?   Coco Jones 'ICU' (Live Performance) | Open Mic                                 [Pre-Chorus]   Oh   I been so down and under pressure      I'm way too fine to be this stressed   yeah   Oh   I'm not the girl I was or used to be   uh   Bitch   I might be better      [Chorus]      Turn up the music   turn down the lights      I got a feelin' I'm gon' be alright   Okay (Okay)   alright   It's about damn time (Time)   Turn up the music   let's celebrate (Alright)      I got a feelin' I'm gon' be okay   Okay (Okay)   alright   It's about damn time      [Verse 2]   In a minute   I'ma need a sentimental   Man or woman to pump me up      Feelin' fussy   walkin' in my Balenci-ussies      Tryna bring out the fabulous   'Cause I give a fuck way too much   I'ma need like two shots in my cup   Wanna get up   wanna get down      Mm   that's how I feel right now
34,THATS WHAT I WANT,Lil Nas X,hip hop,2022,"[Intro]   One   two   three   four      [Verse 1]   Need a boy who can cuddle with me all night   Keep me warm   love me long   be my sunlight   Tell me lies   we can argue   we can fight   Yeah   we did it before   but we'll do it tonight      An afro   black boy with the gold teeth   With dark skin   lookin' at me like he know me      I wonder if he got the G or the B      Let me find out and see   comin' over to me   yeah                                 [Pre-Chorus]   These days   I'm way too lonely   I'm missing out   I know   These days   I'm way too alone      And I'm known for givin' love away   but         [Chorus]   I want someone to love mе   I need someone who needs me   'Causе it don't feel right when it's late at night   And it's just me in my dreams   So I want someone to love      That's what I fuckin' want      [Verse 2]   Look   you know it's harder to find in these times   But I got nothin' but love on my mind (My mind)      I need a baby with love in my prime      Need an adversary to my ""down and marry""   Like   tell me ""That's life"" when I'm stressin' at night   Be like   ""You'll be okay"" and   ""Everything is alright  "" uh      Let me in that thing   'cause I'm not wanting anything   But your loving   your body   and a little bit of your brain         [Pre-Chorus]   These days   I'm way too lonely   I'm missing out   I know   These days   I'm way too alone      And I'm known for givin' love away   but"
35,I Ain't Worried,OneRepublic,rock,2022,Unknown
36,My Universe,Coldplay,permanent wave,2022,"[콜드플레이   방탄소년단 ""My Universe"" 가사]      [Intro: Chris Martin   All]   You (You)   you are (You are) my universe   And I (I) just want (Just want) to put you first   And you (You)   you are (You are) my universe   and I      [Verse 1: Chris Martin]   In the night   I lie and look up at you   When the morning comes   I watch you rise   There's a paradise they couldn't capture   That bright infinity inside your eyes   Coco Jones 'ICU' (Live Performance) | Open Mic                                 [Pre-Chorus: Jung Kook   All   Jung Kook & Chris Martin]   매일 밤 네게 날아가 (가)   꿈이란 것도 잊은 채   나 웃으며 너를 만나 (나)   Never-ending forever   baby      [Chorus: Chris Martin   All]   You (You)   you are (You are) my universe   And I (I) just want (Just want) to put you first   And you (You)   you are (You are) my universe   And you make my world light up inside      [Verse 2: V   RM   RM & Chris Martin   RM & Jimin]   어둠이 내겐 더 편했었지   길어진 그림자 속에서 (Eyes)   And they said that we can't be togethеr   Because   becausе we come from different sides      [Chorus: Chris Martin   All]   You (You)   you are (You are) my universe   And I (I) just want (Just want) to put you first   And you (You)   you are (You are) my universe   And you make my world light up inside      [Post-Chorus: All   Jin]   My universe (Do-do   do-do)   My universe (Do-do   do-do)   My universe (Do-do   do-do)   (You make my world)   You make my world light up inside   Make my world light up inside"
